Customer ID,Recency,Frequency,Monetary,Segment,Cluster,Churn,CLV,Value_Segment,Engagement
12511.0,428,190,3084.02,VIP Customer,0,1,7.188857808857808,Low Value,Inactive
12512.0,65,31,132.18,Active Customer,2,0,2.002727272727273,Low Value,Recently Active
12513.0,112,35,612.29,Active Customer,2,0,5.418495575221239,Low Value,Inactive
12514.0,266,84,1597.76,At Risk,0,1,5.984119850187266,Low Value,Inactive
12515.0,352,16,383.7,At Risk,0,1,1.0869688385269123,Low Value,Inactive
12516.0,77,74,2648.62,Active Customer,2,0,33.95666666666667,Low Value,Recently Active
12517.0,27,279,2481.6,Active Customer,2,0,88.62857142857142,Low Value,Recently Active
12518.0,0,124,2056.89,Active Customer,2,0,2056.89,High Value,Recently Active
12519.0,63,39,716.54,Active Customer,2,0,11.1959375,Low Value,Recently Active
12520.0,78,152,2634.26,Active Customer,2,0,33.34506329113924,Low Value,Recently Active
12521.0,142,38,599.68,Active Customer,2,0,4.193566433566433,Low Value,Inactive
12522.0,38,12,192.72,Active Customer,2,0,4.94153846153846,Low Value,Recently Active
12523.0,18,249,4352.35,VIP Customer,2,0,229.07105263157897,Low Value,Recently Active
12524.0,8,240,11126.11,VIP Customer,2,0,1236.2344444444445,High Value,Recently Active
12525.0,497,60,973.73,At Risk,0,1,1.9552811244979917,Low Value,Inactive
12526.0,0,71,1316.66,Active Customer,2,0,1316.66,High Value,Recently Active
12527.0,81,32,735.51,Active Customer,2,0,8.969634146341464,Low Value,Recently Active
12528.0,8,92,1933.48,Active Customer,2,0,214.8311111111111,Low Value,Recently Active
12529.0,527,21,316.48,At Risk,0,1,0.5993939393939395,Low Value,Inactive
12530.0,59,158,3759.26,VIP Customer,2,0,62.654333333333334,Low Value,Recently Active
12531.0,14,127,1933.2,Active Customer,2,0,128.88,Low Value,Recently Active
12532.0,29,16,349.83000000000004,Active Customer,2,0,11.661000000000001,Low Value,Recently Active
12533.0,627,72,1367.89,At Risk,0,1,2.1781687898089173,Low Value,Inactive
12534.0,130,63,1089.18,Active Customer,2,0,8.314351145038168,Low Value,Inactive
12535.0,91,34,716.35,Active Customer,2,0,7.786413043478261,Low Value,Recently Active
12536.0,42,261,12601.830000000002,VIP Customer,2,0,293.06581395348843,Low Value,Recently Active
12537.0,408,43,732.94,At Risk,0,1,1.7920293398533012,Low Value,Inactive
12538.0,28,34,640.45,Active Customer,2,0,22.08448275862069,Low Value,Recently Active
12539.0,21,504,11214.75,VIP Customer,2,0,509.7613636363636,Low Value,Recently Active
12540.0,19,771,22254.49,VIP Customer,2,0,1112.7245,High Value,Recently Active
12541.0,29,52,981.18,Active Customer,2,0,32.705999999999996,Low Value,Recently Active
12542.0,483,39,481.88,At Risk,0,1,0.9956198347107438,Low Value,Inactive
12543.0,447,43,980.25,At Risk,0,1,2.1880580357142856,Low Value,Inactive
12544.0,35,19,372.7,Active Customer,2,0,10.352777777777776,Low Value,Recently Active
12545.0,74,50,1000.39,Active Customer,2,0,13.338533333333334,Low Value,Recently Active
12546.0,46,69,1161.5,Active Customer,2,0,24.71276595744681,Low Value,Recently Active
12547.0,197,21,383.58,Active Customer,2,0,1.9372727272727273,Low Value,Inactive
12548.0,165,5,95.19999999999999,Active Customer,2,0,0.5734939759036144,Low Value,Inactive
12549.0,575,49,1575.68,At Risk,0,1,2.7355555555555555,Low Value,Inactive
12550.0,78,57,964.83,Active Customer,2,0,12.213037974683544,Low Value,Recently Active
12551.0,357,10,168.0,At Risk,0,1,0.4692737430167598,Low Value,Inactive
12552.0,38,20,437.82,Active Customer,2,0,11.226153846153844,Low Value,Recently Active
12553.0,7,238,4608.75,VIP Customer,2,0,576.09375,Low Value,Recently Active
12554.0,448,26,468.5,At Risk,0,1,1.0434298440979954,Low Value,Inactive
12555.0,681,1,129.23,At Risk,0,1,0.18948680351906158,Low Value,Inactive
12556.0,49,119,599.56,Active Customer,2,0,11.9912,Low Value,Recently Active
12557.0,15,53,18096.14,Active Customer,2,0,1131.00875,High Value,Recently Active
12558.0,7,11,269.96,Active Customer,2,0,33.745,Low Value,Recently Active
12559.0,310,21,561.71,At Risk,0,1,1.8061414790996786,Low Value,Inactive
12560.0,4,105,2134.01,Active Customer,2,0,426.8020000000001,Low Value,Recently Active
12561.0,302,16,238.85,At Risk,0,1,0.7882838283828383,Low Value,Inactive
12562.0,7,207,4966.92,VIP Customer,2,0,620.865,Low Value,Recently Active
12563.0,408,13,249.24,At Risk,0,1,0.6093887530562347,Low Value,Inactive
12564.0,260,21,456.9,At Risk,0,1,1.750574712643678,Low Value,Inactive
12565.0,288,9,145.92,At Risk,0,1,0.5049134948096885,Low Value,Inactive
12566.0,85,19,351.65,Active Customer,2,0,4.088953488372093,Low Value,Recently Active
12567.0,22,556,11767.48,VIP Customer,2,0,511.62956521739125,Low Value,Recently Active
12568.0,644,5,70.0,At Risk,0,1,0.10852713178294573,Low Value,Inactive
12569.0,1,188,4124.69,VIP Customer,2,0,2062.345,High Value,Recently Active
12570.0,681,1,77.52,At Risk,0,1,0.11366568914956011,Low Value,Inactive
12571.0,39,34,519.61,Active Customer,2,0,12.990250000000001,Low Value,Recently Active
12572.0,8,60,1020.42,Active Customer,2,0,113.37999999999998,Low Value,Recently Active
12573.0,226,119,717.41,At Risk,2,1,3.1603964757709253,Low Value,Inactive
12574.0,315,11,218.45,At Risk,0,1,0.6912974683544303,Low Value,Inactive
12575.0,456,38,622.8199999999999,At Risk,0,1,1.3628446389496716,Low Value,Inactive
12576.0,35,142,2142.72,Active Customer,2,0,59.51999999999999,Low Value,Recently Active
12577.0,34,298,1617.1,Active Customer,2,0,46.20285714285714,Low Value,Recently Active
12578.0,20,172,4642.45,VIP Customer,2,0,221.0690476190476,Low Value,Recently Active
12579.0,77,29,440.42,Active Customer,2,0,5.646410256410256,Low Value,Recently Active
12580.0,246,58,1052.9,At Risk,2,1,4.262753036437247,Low Value,Inactive
12581.0,39,15,197.71,Active Customer,2,0,4.94275,Low Value,Recently Active
12582.0,238,103,1980.4,At Risk,2,1,8.286192468619248,Low Value,Inactive
12583.0,2,446,13591.58,VIP Customer,2,0,4530.526666666667,High Value,Recently Active
12584.0,3,96,2338.15,Active Customer,2,0,584.5375,Low Value,Recently Active
12585.0,233,87,2040.1,At Risk,2,1,8.718376068376068,Low Value,Inactive
12586.0,16,94,2062.67,Active Customer,2,0,121.33352941176472,Low Value,Recently Active
12587.0,7,4,144.0,Active Customer,2,0,18.0,Low Value,Recently Active
12588.0,38,46,958.78,Active Customer,2,0,24.584102564102565,Low Value,Recently Active
12589.0,28,180,4695.66,VIP Customer,2,0,161.91931034482758,Low Value,Recently Active
12590.0,210,68,9864.26,At Risk,2,1,46.75004739336493,Low Value,Inactive
12591.0,316,68,1338.95,At Risk,0,1,4.223817034700316,Low Value,Inactive
12592.0,91,81,2582.66,Active Customer,2,0,28.072391304347825,Low Value,Recently Active
12593.0,108,21,418.09999999999997,Active Customer,2,0,3.8357798165137615,Low Value,Inactive
12594.0,37,199,5090.110000000001,VIP Customer,2,0,133.95026315789474,Low Value,Recently Active
12595.0,504,19,299.02,At Risk,0,1,0.5921188118811881,Low Value,Inactive
12596.0,50,27,618.27,Active Customer,2,0,12.122941176470588,Low Value,Recently Active
12597.0,18,206,3811.22,VIP Customer,2,0,200.59052631578948,Low Value,Recently Active
12598.0,9,206,4534.09,VIP Customer,2,0,453.40900000000005,Low Value,Recently Active
12599.0,28,133,2296.72,Active Customer,2,0,79.19724137931034,Low Value,Recently Active
12600.0,28,130,4967.42,Active Customer,2,0,171.2903448275862,Low Value,Recently Active
12601.0,189,34,681.26,Active Customer,2,0,3.585578947368421,Low Value,Inactive
12602.0,58,12,153.12,Active Customer,2,0,2.5952542372881355,Low Value,Recently Active
12603.0,21,2,739.1999999999999,Active Customer,2,0,33.599999999999994,Low Value,Recently Active
12604.0,78,16,254.18,Active Customer,2,0,3.21746835443038,Low Value,Recently Active
12605.0,375,76,1232.95,At Risk,0,1,3.279122340425532,Low Value,Inactive
12606.0,681,1,21.0,At Risk,0,1,0.030791788856304986,Low Value,Inactive
12607.0,59,101,1579.51,Active Customer,2,0,26.325166666666664,Low Value,Recently Active
12608.0,404,16,415.79,At Risk,0,1,1.026641975308642,Low Value,Inactive
12609.0,77,175,3435.86,VIP Customer,2,0,44.04948717948718,Low Value,Recently Active
12610.0,22,106,2099.54,Active Customer,2,0,91.28434782608696,Low Value,Recently Active
12611.0,51,65,1193.32,Active Customer,2,0,22.94846153846154,Low Value,Recently Active
12612.0,73,19,704.0400000000001,Active Customer,2,0,9.514054054054053,Low Value,Recently Active
12613.0,56,326,6817.37,VIP Customer,2,0,119.60298245614034,Low Value,Recently Active
12614.0,277,20,315.6,At Risk,0,1,1.1352517985611512,Low Value,Inactive
12615.0,1,270,5740.98,VIP Customer,2,0,2870.49,High Value,Recently Active
12616.0,94,54,1131.1,Active Customer,2,0,11.906315789473682,Low Value,Recently Active
12617.0,28,41,352.98,Active Customer,2,0,12.171724137931035,Low Value,Recently Active
12618.0,21,11,177.31,Active Customer,2,0,8.059545454545455,Low Value,Recently Active
12619.0,15,100,3781.38,Active Customer,2,0,236.33625,Low Value,Recently Active
12620.0,14,92,1339.41,Active Customer,2,0,89.29400000000001,Low Value,Recently Active
12621.0,1,756,24311.2,VIP Customer,2,0,12155.6,High Value,Recently Active
12622.0,231,11,180.1,At Risk,2,1,0.7762931034482758,Low Value,Inactive
12623.0,275,173,3747.84,VIP Customer,0,1,13.57913043478261,Low Value,Inactive
12624.0,105,38,641.13,Active Customer,2,0,6.048396226415094,Low Value,Inactive
12625.0,211,183,5164.88,VIP Customer,2,1,24.362641509433963,Low Value,Inactive
12626.0,22,294,6620.48,VIP Customer,2,0,287.8469565217391,Low Value,Recently Active
12627.0,10,230,4478.53,VIP Customer,2,0,407.1390909090909,Low Value,Recently Active
12628.0,3,41,786.46,Active Customer,2,0,196.615,Low Value,Recently Active
12629.0,385,45,1558.22,At Risk,0,1,4.0368393782383425,Low Value,Inactive
12630.0,9,64,1270.88,Active Customer,2,0,127.08800000000002,Low Value,Recently Active
12631.0,56,183,3481.57,VIP Customer,2,0,61.080175438596484,Low Value,Recently Active
12632.0,520,35,804.88,At Risk,0,1,1.5448752399232244,Low Value,Inactive
12633.0,58,306,5678.16,VIP Customer,2,0,96.24,Low Value,Recently Active
12634.0,535,20,490.0,At Risk,0,1,0.914179104477612,Low Value,Inactive
12635.0,89,179,2930.41,Active Customer,2,0,32.56011111111111,Low Value,Recently Active
12636.0,738,1,141.0,At Risk,0,1,0.1907983761840325,Low Value,Inactive
12637.0,66,614,8283.81,VIP Customer,2,0,123.63895522388059,Low Value,Recently Active
12638.0,32,48,921.49,Active Customer,2,0,27.923939393939396,Low Value,Recently Active
12639.0,238,64,1312.37,At Risk,2,1,5.491087866108786,Low Value,Inactive
12640.0,23,53,1174.58,Active Customer,2,0,48.94083333333333,Low Value,Recently Active
12641.0,114,10,185.9,Active Customer,2,0,1.616521739130435,Low Value,Inactive
12642.0,24,47,1013.26,Active Customer,2,0,40.5304,Low Value,Recently Active
12643.0,127,51,8304.82,Active Customer,2,0,64.88140625,Low Value,Inactive
12644.0,129,111,1918.49,Active Customer,2,0,14.757615384615384,Low Value,Inactive
12645.0,33,160,3539.3,VIP Customer,2,0,104.09705882352941,Low Value,Recently Active
12646.0,4,45,1346.97,Active Customer,2,0,269.394,Low Value,Recently Active
12647.0,21,515,16955.55,VIP Customer,2,0,770.7068181818182,High Value,Recently Active
12648.0,154,65,1112.0,Active Customer,2,0,7.174193548387096,Low Value,Inactive
12649.0,106,118,2294.65,Active Customer,2,0,21.445327102803738,Low Value,Inactive
12650.0,2,20,314.44,Active Customer,2,0,104.81333333333333,Low Value,Recently Active
12651.0,334,30,377.75,At Risk,0,1,1.1276119402985074,Low Value,Inactive
12652.0,330,51,1017.03,At Risk,0,1,3.0725981873111783,Low Value,Inactive
12653.0,148,86,4160.83,Active Customer,2,0,27.92503355704698,Low Value,Inactive
12654.0,10,38,601.98,Active Customer,2,0,54.72545454545455,Low Value,Recently Active
12655.0,423,16,261.35,At Risk,0,1,0.6163915094339623,Low Value,Inactive
12656.0,16,247,6407.83,VIP Customer,2,0,376.93117647058824,Low Value,Recently Active
12657.0,10,47,1643.18,Active Customer,2,0,149.38000000000002,Low Value,Recently Active
12658.0,18,36,686.05,Active Customer,2,0,36.1078947368421,Low Value,Recently Active
12659.0,29,5,91.68,Active Customer,2,0,3.056,Low Value,Recently Active
12660.0,10,13,245.1,Active Customer,2,0,22.28181818181818,Low Value,Recently Active
12661.0,435,11,162.0,At Risk,0,1,0.37155963302752293,Low Value,Inactive
12662.0,0,391,6726.54,VIP Customer,2,0,6726.54,High Value,Recently Active
12663.0,624,10,239.4,At Risk,0,1,0.38304000000000005,Low Value,Inactive
12664.0,7,45,6070.04,Active Customer,2,0,758.7549999999999,High Value,Recently Active
12665.0,324,17,313.6,At Risk,0,1,0.964923076923077,Low Value,Inactive
12666.0,393,31,1248.42,At Risk,0,1,3.1685786802030456,Low Value,Inactive
12667.0,57,33,620.13,Active Customer,2,0,10.691896551724138,Low Value,Recently Active
12668.0,11,536,11383.03,VIP Customer,2,0,948.5858333333333,High Value,Recently Active
12669.0,150,101,2744.0299999999997,Active Customer,2,0,18.172384105960262,Low Value,Inactive
12670.0,9,115,3760.29,Active Customer,2,0,376.029,Low Value,Recently Active
12671.0,605,45,2622.481,At Risk,0,1,4.327526402640264,Low Value,Inactive
12672.0,329,22,437.05,At Risk,0,1,1.3243939393939395,Low Value,Inactive
12673.0,4,74,1230.02,Active Customer,2,0,246.00400000000002,Low Value,Recently Active
12674.0,38,83,1970.6,Active Customer,2,0,50.528205128205116,Low Value,Recently Active
12675.0,553,112,957.25,At Risk,0,1,1.7278880866425994,Low Value,Inactive
12676.0,24,107,2843.09,Active Customer,2,0,113.7236,Low Value,Recently Active
