Customer ID,Recency,Frequency,Monetary,Segment,Cluster,Churn
12450.0,155,37,688.2,Active Customer,2,0
12451.0,10,511,12669.88,VIP Customer,2,0
12452.0,16,22,430.57,Active Customer,2,0
12453.0,133,43,707.09,Active Customer,2,0
12454.0,55,40,16679.78,Active Customer,2,0
12455.0,72,227,5879.95,VIP Customer,2,0
12456.0,43,125,3181.04,Active Customer,2,0
12457.0,65,84,2995.91,Active Customer,2,0
12458.0,70,84,1777.49,Active Customer,2,0
12459.0,604,23,454.36,At Risk,0,1
12460.0,455,18,326.65,At Risk,0,1
12461.0,93,35,826.88,Active Customer,2,0
12462.0,18,62,1189.59,Active Customer,2,0
12463.0,52,83,1344.78,Active Customer,2,0
12464.0,9,29,1212.05,Active Customer,2,0
12465.0,16,47,742.1899999999999,Active Customer,2,0
12466.0,681,1,56.73,At Risk,0,1
12467.0,422,9,132.8,At Risk,0,1
12468.0,187,150,3670.74,VIP Customer,2,0
12469.0,522,76,3070.54,At Risk,0,1
12470.0,689,23,211.95,At Risk,0,1
12471.0,1,1135,39918.19,VIP Customer,2,0
12472.0,31,841,16249.289999999999,VIP Customer,2,0
12473.0,28,167,3928.0499999999997,VIP Customer,2,0
12474.0,16,708,12372.75,VIP Customer,2,0
12475.0,53,61,1149.64,Active Customer,2,0
12476.0,15,514,14083.91,VIP Customer,2,0
12477.0,22,564,20276.37,VIP Customer,2,0
12478.0,3,36,680.99,Active Customer,2,0
12479.0,10,31,527.2,Active Customer,2,0
12480.0,27,242,5464.85,VIP Customer,2,0
12481.0,22,380,12185.51,VIP Customer,2,0
12482.0,575,204,23691.4,VIP Customer,0,1
12483.0,16,138,5097.18,VIP Customer,2,0
12484.0,32,471,6354.1,VIP Customer,2,0
12485.0,528,34,708.1,At Risk,0,1
12486.0,431,49,1037.28,At Risk,0,1
12487.0,730,2,285.29999999999995,At Risk,0,1
12488.0,9,55,1298.66,Active Customer,2,0
12489.0,335,15,334.93,At Risk,0,1
12490.0,4,462,9823.64,VIP Customer,2,0
12491.0,38,26,460.40000000000003,Active Customer,2,0
12492.0,62,42,715.21,Active Customer,2,0
12493.0,165,22,433.74,Active Customer,2,0
12494.0,15,108,1815.27,Active Customer,2,0
12495.0,640,17,357.4,At Risk,0,1
12496.0,619,10,45.34,At Risk,0,1
12497.0,81,57,6248.5,Active Customer,2,0
12498.0,20,23,403.70000000000005,Active Customer,2,0
12499.0,559,27,393.72,At Risk,0,1
12500.0,22,146,5955.21,VIP Customer,2,0
12501.0,336,149,2169.39,At Risk,0,1
12502.0,95,147,3723.87,VIP Customer,2,0
12503.0,583,2,1126.0,At Risk,0,1
12504.0,17,20,779.05,Active Customer,2,0
12505.0,408,42,955.2,At Risk,0,1
12506.0,232,23,73.5,At Risk,2,1
12507.0,133,49,1844.06,Active Customer,2,0
12508.0,25,68,397.88,Active Customer,2,0
12509.0,283,7,176.5,At Risk,0,1
12510.0,142,145,5178.02,VIP Customer,2,0
12511.0,428,190,3084.02,VIP Customer,0,1
12512.0,65,31,132.18,Active Customer,2,0
12513.0,112,35,612.29,Active Customer,2,0
12514.0,266,84,1597.76,At Risk,0,1
12515.0,352,16,383.7,At Risk,0,1
12516.0,77,74,2648.62,Active Customer,2,0
12517.0,27,279,2481.6,Active Customer,2,0
12518.0,0,124,2056.89,Active Customer,2,0
12519.0,63,39,716.54,Active Customer,2,0
12520.0,78,152,2634.26,Active Customer,2,0
12521.0,142,38,599.68,Active Customer,2,0
12522.0,38,12,192.72,Active Customer,2,0
12523.0,18,249,4352.35,VIP Customer,2,0
12524.0,8,240,11126.11,VIP Customer,2,0
12525.0,497,60,973.73,At Risk,0,1
12526.0,0,71,1316.66,Active Customer,2,0
12527.0,81,32,735.51,Active Customer,2,0
12528.0,8,92,1933.48,Active Customer,2,0
12529.0,527,21,316.48,At Risk,0,1
12530.0,59,158,3759.26,VIP Customer,2,0
12531.0,14,127,1933.2,Active Customer,2,0
12532.0,29,16,349.83000000000004,Active Customer,2,0
12533.0,627,72,1367.89,At Risk,0,1
12534.0,130,63,1089.18,Active Customer,2,0
12535.0,91,34,716.35,Active Customer,2,0
12536.0,42,261,12601.830000000002,VIP Customer,2,0
12537.0,408,43,732.94,At Risk,0,1
12538.0,28,34,640.45,Active Customer,2,0
12539.0,21,504,11214.75,VIP Customer,2,0
12540.0,19,771,22254.49,VIP Customer,2,0
12541.0,29,52,981.18,Active Customer,2,0
12542.0,483,39,481.88,At Risk,0,1
12543.0,447,43,980.25,At Risk,0,1
12544.0,35,19,372.7,Active Customer,2,0
12545.0,74,50,1000.39,Active Customer,2,0
12546.0,46,69,1161.5,Active Customer,2,0
12547.0,197,21,383.58,Active Customer,2,0
12548.0,165,5,95.19999999999999,Active Customer,2,0
12549.0,575,49,1575.68,At Risk,0,1
12550.0,78,57,964.83,Active Customer,2,0
12551.0,357,10,168.0,At Risk,0,1
12552.0,38,20,437.82,Active Customer,2,0
12553.0,7,238,4608.75,VIP Customer,2,0
12554.0,448,26,468.5,At Risk,0,1
12555.0,681,1,129.23,At Risk,0,1
12556.0,49,119,599.56,Active Customer,2,0
12557.0,15,53,18096.14,Active Customer,2,0
12558.0,7,11,269.96,Active Customer,2,0
12559.0,310,21,561.71,At Risk,0,1
12560.0,4,105,2134.01,Active Customer,2,0
12561.0,302,16,238.85,At Risk,0,1
12562.0,7,207,4966.92,VIP Customer,2,0
12563.0,408,13,249.24,At Risk,0,1
12564.0,260,21,456.9,At Risk,0,1
12565.0,288,9,145.92,At Risk,0,1
12566.0,85,19,351.65,Active Customer,2,0
12567.0,22,556,11767.48,VIP Customer,2,0
12568.0,644,5,70.0,At Risk,0,1
12569.0,1,188,4124.69,VIP Customer,2,0
12570.0,681,1,77.52,At Risk,0,1
12571.0,39,34,519.61,Active Customer,2,0
12572.0,8,60,1020.42,Active Customer,2,0
12573.0,226,119,717.41,At Risk,2,1
12574.0,315,11,218.45,At Risk,0,1
12575.0,456,38,622.8199999999999,At Risk,0,1
12576.0,35,142,2142.72,Active Customer,2,0
12577.0,34,298,1617.1,Active Customer,2,0
12578.0,20,172,4642.45,VIP Customer,2,0
12579.0,77,29,440.42,Active Customer,2,0
12580.0,246,58,1052.9,At Risk,2,1
12581.0,39,15,197.71,Active Customer,2,0
12582.0,238,103,1980.4,At Risk,2,1
12583.0,2,446,13591.58,VIP Customer,2,0
12584.0,3,96,2338.15,Active Customer,2,0
12585.0,233,87,2040.1,At Risk,2,1
12586.0,16,94,2062.67,Active Customer,2,0
12587.0,7,4,144.0,Active Customer,2,0
12588.0,38,46,958.78,Active Customer,2,0
12589.0,28,180,4695.66,VIP Customer,2,0
12590.0,210,68,9864.26,At Risk,2,1
12591.0,316,68,1338.95,At Risk,0,1
12592.0,91,81,2582.66,Active Customer,2,0
12593.0,108,21,418.09999999999997,Active Customer,2,0
12594.0,37,199,5090.110000000001,VIP Customer,2,0
12595.0,504,19,299.02,At Risk,0,1
12596.0,50,27,618.27,Active Customer,2,0
12597.0,18,206,3811.22,VIP Customer,2,0
12598.0,9,206,4534.09,VIP Customer,2,0
12599.0,28,133,2296.72,Active Customer,2,0
12600.0,28,130,4967.42,Active Customer,2,0
12601.0,189,34,681.26,Active Customer,2,0
12602.0,58,12,153.12,Active Customer,2,0
12603.0,21,2,739.1999999999999,Active Customer,2,0
12604.0,78,16,254.18,Active Customer,2,0
12605.0,375,76,1232.95,At Risk,0,1
12606.0,681,1,21.0,At Risk,0,1
12607.0,59,101,1579.51,Active Customer,2,0
12608.0,404,16,415.79,At Risk,0,1
12609.0,77,175,3435.86,VIP Customer,2,0
12610.0,22,106,2099.54,Active Customer,2,0
12611.0,51,65,1193.32,Active Customer,2,0
12612.0,73,19,704.0400000000001,Active Customer,2,0
12613.0,56,326,6817.37,VIP Customer,2,0
12614.0,277,20,315.6,At Risk,0,1
12615.0,1,270,5740.98,VIP Customer,2,0
12616.0,94,54,1131.1,Active Customer,2,0
12617.0,28,41,352.98,Active Customer,2,0
12618.0,21,11,177.31,Active Customer,2,0
12619.0,15,100,3781.38,Active Customer,2,0
12620.0,14,92,1339.41,Active Customer,2,0
12621.0,1,756,24311.2,VIP Customer,2,0
12622.0,231,11,180.1,At Risk,2,1
12623.0,275,173,3747.84,VIP Customer,0,1
12624.0,105,38,641.13,Active Customer,2,0
12625.0,211,183,5164.88,VIP Customer,2,1
12626.0,22,294,6620.48,VIP Customer,2,0
12627.0,10,230,4478.53,VIP Customer,2,0
12628.0,3,41,786.46,Active Customer,2,0
12629.0,385,45,1558.22,At Risk,0,1
12630.0,9,64,1270.88,Active Customer,2,0
12631.0,56,183,3481.57,VIP Customer,2,0
12632.0,520,35,804.88,At Risk,0,1
12633.0,58,306,5678.16,VIP Customer,2,0
12634.0,535,20,490.0,At Risk,0,1
12635.0,89,179,2930.41,Active Customer,2,0
12636.0,738,1,141.0,At Risk,0,1
12637.0,66,614,8283.81,VIP Customer,2,0
12638.0,32,48,921.49,Active Customer,2,0
12639.0,238,64,1312.37,At Risk,2,1
12640.0,23,53,1174.58,Active Customer,2,0
12641.0,114,10,185.9,Active Customer,2,0
12642.0,24,47,1013.26,Active Customer,2,0
12643.0,127,51,8304.82,Active Customer,2,0
12644.0,129,111,1918.49,Active Customer,2,0
12645.0,33,160,3539.3,VIP Customer,2,0
12646.0,4,45,1346.97,Active Customer,2,0
12647.0,21,515,16955.55,VIP Customer,2,0
12648.0,154,65,1112.0,Active Customer,2,0
12649.0,106,118,2294.65,Active Customer,2,0
12650.0,2,20,314.44,Active Customer,2,0
12651.0,334,30,377.75,At Risk,0,1
12652.0,330,51,1017.03,At Risk,0,1
12653.0,148,86,4160.83,Active Customer,2,0
12654.0,10,38,601.98,Active Customer,2,0
12655.0,423,16,261.35,At Risk,0,1
12656.0,16,247,6407.83,VIP Customer,2,0
12657.0,10,47,1643.18,Active Customer,2,0
12658.0,18,36,686.05,Active Customer,2,0
12659.0,29,5,91.68,Active Customer,2,0
12660.0,10,13,245.1,Active Customer,2,0
12661.0,435,11,162.0,At Risk,0,1
12662.0,0,391,6726.54,VIP Customer,2,0
12663.0,624,10,239.4,At Risk,0,1
12664.0,7,45,6070.04,Active Customer,2,0
12665.0,324,17,313.6,At Risk,0,1
12666.0,393,31,1248.42,At Risk,0,1
12667.0,57,33,620.13,Active Customer,2,0
12668.0,11,536,11383.03,VIP Customer,2,0
12669.0,150,101,2744.0299999999997,Active Customer,2,0
12670.0,9,115,3760.29,Active Customer,2,0
12671.0,605,45,2622.481,At Risk,0,1
12672.0,329,22,437.05,At Risk,0,1
12673.0,4,74,1230.02,Active Customer,2,0
12674.0,38,83,1970.6,Active Customer,2,0
12675.0,553,112,957.25,At Risk,0,1
12676.0,24,107,2843.09,Active Customer,2,0
12677.0,554,21,395.1,At Risk,0,1
12678.0,41,376,34281.18,VIP Customer,2,0
12679.0,58,48,1113.02,Active Customer,2,0
12680.0,0,53,880.81,Active Customer,2,0
12681.0,14,1424,29834.76,VIP Customer,2,0
12682.0,3,989,22950.22,VIP Customer,2,0
12683.0,3,487,11633.7,VIP Customer,2,0
12684.0,7,105,2283.63,Active Customer,2,0
12685.0,27,157,2863.08,Active Customer,2,0
12686.0,371,7,89.14,At Risk,0,1
12687.0,480,126,2138.91,At Risk,0,1
12688.0,113,171,4873.8099999999995,VIP Customer,2,0
12689.0,25,72,1247.61,Active Customer,2,0
12690.0,205,16,389.01,At Risk,2,1
12691.0,27,39,1170.4,Active Customer,2,0
12692.0,636,13,110.95,At Risk,0,1
12693.0,126,79,1703.02,Active Customer,2,0
12694.0,69,83,1843.35,Active Customer,2,0
12695.0,6,59,1407.1200000000001,Active Customer,2,0
12696.0,434,49,851.91,At Risk,0,1
12697.0,28,41,957.59,Active Customer,2,0
12698.0,589,16,339.75,At Risk,0,1
12699.0,417,41,638.11,At Risk,0,1
12700.0,7,268,4939.99,VIP Customer,2,0
12701.0,79,147,2446.41,Active Customer,2,0
12702.0,19,12,219.0,Active Customer,2,0
12703.0,70,74,1006.53,Active Customer,2,0
12704.0,6,88,2340.84,Active Customer,2,0
12705.0,14,599,11762.1,VIP Customer,2,0
12707.0,291,33,603.42,At Risk,0,1
12708.0,29,296,5117.66,VIP Customer,2,0
12709.0,14,490,30291.76,VIP Customer,2,0
12710.0,96,77,1149.02,Active Customer,2,0
12711.0,611,60,1339.05,At Risk,0,1
12712.0,28,256,6723.03,VIP Customer,2,0
12713.0,0,38,848.55,Active Customer,2,0
12714.0,8,696,14093.71,VIP Customer,2,0
12715.0,105,20,343.36,Active Customer,2,0
12716.0,3,69,1053.49,Active Customer,2,0
12717.0,150,71,1308.91,Active Customer,2,0
12718.0,70,19,238.25,Active Customer,2,0
12719.0,4,39,644.95,Active Customer,2,0
12720.0,2,479,7787.28,VIP Customer,2,0
12721.0,31,239,4013.08,VIP Customer,2,0
12722.0,84,53,997.63,Active Customer,2,0
12723.0,3,69,725.07,Active Customer,2,0
12724.0,4,129,2317.52,Active Customer,2,0
12725.0,370,106,2266.76,At Risk,0,1
12726.0,27,179,4014.6,VIP Customer,2,0
12727.0,10,203,5679.53,VIP Customer,2,0
12728.0,70,61,1070.17,Active Customer,2,0
12729.0,113,26,453.01,Active Customer,2,0
12730.0,521,47,829.25,At Risk,0,1
12731.0,23,393,25775.71,VIP Customer,2,0
12732.0,179,12,236.26000000000002,Active Customer,2,0
12733.0,233,157,2424.87,At Risk,2,1
12734.0,352,19,639.65,At Risk,0,1
12735.0,314,43,779.5699999999999,At Risk,0,1
12736.0,332,4,234.0,At Risk,0,1
12737.0,498,2,3710.5,At Risk,0,1
12738.0,371,11,155.35,At Risk,0,1
12739.0,77,89,2726.73,Active Customer,2,0
12740.0,63,27,427.6,Active Customer,2,0
12741.0,528,16,406.07,At Risk,0,1
12742.0,625,67,1201.52,At Risk,0,1
12743.0,133,131,540.13,Active Customer,2,0
12744.0,51,339,25317.06,VIP Customer,2,0
12745.0,486,23,925.41,At Risk,0,1
12746.0,540,17,254.55,At Risk,0,1
12747.0,1,249,8898.48,VIP Customer,2,0
12748.0,0,6585,53539.64,VIP Customer,3,0
12749.0,3,338,6897.36,VIP Customer,2,0
12750.0,128,15,275.88,Active Customer,2,0
12751.0,444,62,268.27,At Risk,0,1
12752.0,80,53,4366.78,Active Customer,2,0
12753.0,22,197,21429.39,VIP Customer,2,0
12754.0,235,63,3010.74,At Risk,2,1
12755.0,280,63,5236.259999999999,At Risk,0,1
12756.0,86,4,112.07999999999998,Active Customer,2,0
12757.0,15,364,7834.650000000001,VIP Customer,2,0
12758.0,116,313,9903.24,VIP Customer,2,0
12759.0,51,302,5020.74,VIP Customer,2,0
12760.0,455,21,347.8,At Risk,0,1
12761.0,457,27,782.95,At Risk,0,1
12762.0,7,69,1898.52,Active Customer,2,0
12763.0,137,18,494.08,Active Customer,2,0
12764.0,316,45,1693.88,At Risk,0,1
12765.0,471,68,1404.58,At Risk,0,1
12766.0,3,402,8918.99,VIP Customer,2,0
12767.0,375,43,949.82,At Risk,0,1
12768.0,450,10,168.69000000000003,At Risk,0,1
12769.0,238,32,1143.6,At Risk,2,1
12770.0,210,28,3246.45,At Risk,2,1
12771.0,485,15,282.3,At Risk,0,1
12772.0,59,55,892.47,Active Customer,2,0
12773.0,563,6,124.25,At Risk,0,1
12774.0,535,6,98.7,At Risk,0,1
12775.0,16,81,1686.12,Active Customer,2,0
12776.0,667,4,55.5,At Risk,0,1
12777.0,457,26,519.45,At Risk,0,1
12778.0,19,114,1775.68,Active Customer,2,0
12779.0,37,269,6474.11,VIP Customer,2,0
12780.0,598,20,337.4,At Risk,0,1
12781.0,63,25,826.74,Active Customer,2,0
12782.0,4,227,4618.24,VIP Customer,2,0
12783.0,1,84,2225.91,Active Customer,2,0
12784.0,8,129,1763.15,Active Customer,2,0
12785.0,363,56,1100.4,At Risk,0,1
12786.0,609,18,728.5,At Risk,0,1
12787.0,9,44,862.18,Active Customer,2,0
12788.0,462,26,444.9,At Risk,0,1
12789.0,64,8,273.35,Active Customer,2,0
12790.0,191,37,591.85,Active Customer,2,0
12791.0,373,28,863.51,At Risk,0,1
12792.0,256,47,827.01,At Risk,0,1
12793.0,334,44,885.53,At Risk,0,1
12794.0,52,45,860.41,Active Customer,2,0
12795.0,18,14,430.48,Active Customer,2,0
12796.0,627,7,381.0,At Risk,0,1
12797.0,365,30,552.08,At Risk,0,1
12798.0,9,33,8510.93,Active Customer,2,0
12799.0,528,15,219.35,At Risk,0,1
12800.0,469,34,584.25,At Risk,0,1
12801.0,500,50,1071.82,At Risk,0,1
12802.0,186,138,2416.42,Active Customer,2,0
12803.0,392,55,1092.81,At Risk,0,1
12804.0,465,66,325.37,At Risk,0,1
12805.0,381,58,1434.95,At Risk,0,1
12806.0,434,67,2878.96,At Risk,0,1
12807.0,382,16,330.35,At Risk,0,1
12808.0,36,47,776.7,Active Customer,2,0
12809.0,177,81,1755.94,Active Customer,2,0
12810.0,534,32,534.99,At Risk,0,1
12811.0,260,56,1033.9,At Risk,0,1
12812.0,44,15,229.64000000000001,Active Customer,2,0
12813.0,501,45,1687.8,At Risk,0,1
12814.0,101,2,125.92,Active Customer,2,0
12815.0,147,47,1063.46,Active Customer,2,0
12816.0,95,29,572.2,Active Customer,2,0
12817.0,280,25,690.98,At Risk,0,1
12818.0,261,14,1542.08,At Risk,0,1
12819.0,457,19,540.52,At Risk,0,1
12820.0,2,159,2689.52,Active Customer,2,0
12821.0,213,13,220.8,At Risk,2,1
12822.0,70,46,948.88,Active Customer,2,0
12823.0,74,18,6501.5,Active Customer,2,0
12824.0,59,25,397.12,Active Customer,2,0
12825.0,520,24,518.63,At Risk,0,1
12826.0,2,157,2800.75,Active Customer,2,0
12827.0,5,25,430.15000000000003,Active Customer,2,0
12828.0,2,56,1018.71,Active Customer,2,0
12829.0,336,19,385.3,At Risk,0,1
12830.0,37,38,6814.64,Active Customer,2,0
12831.0,261,22,451.11,At Risk,0,1
12832.0,31,27,383.03,Active Customer,2,0
12833.0,144,24,417.38,Active Customer,2,0
12834.0,282,18,312.38,At Risk,0,1
12835.0,427,615,5996.83,VIP Customer,0,1
12836.0,58,411,6559.7300000000005,VIP Customer,2,0
12837.0,172,88,662.66,Active Customer,2,0
12838.0,33,356,2975.91,VIP Customer,2,0
12839.0,2,554,9669.12,VIP Customer,2,0
12840.0,143,176,4041.97,VIP Customer,2,0
12841.0,4,644,6958.2,VIP Customer,2,0
12842.0,69,48,1917.99,Active Customer,2,0
12843.0,65,219,6583.36,VIP Customer,2,0
12844.0,28,103,648.6,Active Customer,2,0
12845.0,266,27,354.09,At Risk,0,1
12846.0,681,1,15.58,At Risk,0,1
12847.0,21,119,1609.0,Active Customer,2,0
12848.0,675,16,208.0,At Risk,0,1
12849.0,30,144,3042.47,VIP Customer,2,0
12850.0,445,2,330.0,At Risk,0,1
12851.0,96,77,280.76,Active Customer,2,0
12852.0,294,17,311.55,At Risk,0,1
12853.0,134,148,3907.5,VIP Customer,2,0
12854.0,78,261,2970.9700000000003,VIP Customer,2,0
12855.0,372,67,612.84,At Risk,0,1
12856.0,7,311,2170.78,Active Customer,2,0
12857.0,210,121,3688.0,At Risk,2,1
12858.0,382,37,147.27,At Risk,0,1
12859.0,458,21,575.1,At Risk,0,1
12860.0,692,16,54.22,At Risk,0,1
12861.0,619,4,68.25,At Risk,0,1
12862.0,425,131,984.62,At Risk,0,1
12863.0,51,48,2792.5499999999997,Active Customer,2,0
12864.0,137,7,299.57,Active Customer,2,0
12865.0,25,195,3323.47,VIP Customer,2,0
12866.0,282,63,1227.35,At Risk,0,1
12867.0,25,1050,7829.26,VIP Customer,2,0
12868.0,185,134,2043.76,Active Customer,2,0
12869.0,681,37,337.66999999999996,At Risk,0,1
12870.0,374,93,1676.95,At Risk,0,1
12871.0,83,18,744.02,Active Customer,2,0
12872.0,326,394,3283.96,VIP Customer,0,1
12873.0,281,35,2027.3,At Risk,0,1
12874.0,384,48,948.42,At Risk,0,1
12875.0,142,8,1356.99,Active Customer,2,0
12876.0,57,170,4081.79,VIP Customer,2,0
12877.0,3,274,2942.14,Active Customer,2,0
12878.0,235,47,854.99,At Risk,2,1
12879.0,44,10,573.22,Active Customer,2,0
12880.0,381,36,640.13,At Risk,0,1
12881.0,275,7,298.0,At Risk,0,1
12882.0,8,13,1463.04,Active Customer,2,0
12883.0,24,42,703.47,Active Customer,2,0
12884.0,87,7,309.05,Active Customer,2,0
12885.0,62,71,1175.22,Active Customer,2,0
12886.0,67,82,1378.4,Active Customer,2,0
12887.0,383,13,222.4,At Risk,0,1
12888.0,213,5,354.12,At Risk,2,1
12889.0,380,25,385.46000000000004,At Risk,0,1
12890.0,23,135,706.02,Active Customer,2,0
12891.0,185,11,840.5,Active Customer,2,0
12892.0,396,18,263.38,At Risk,0,1
12893.0,30,31,176.55,Active Customer,2,0
12894.0,574,21,157.35,At Risk,0,1
12895.0,41,22,372.8,Active Customer,2,0
12897.0,204,14,514.25,At Risk,2,1
12898.0,463,27,296.21000000000004,At Risk,0,1
12899.0,413,17,366.4,At Risk,0,1
12900.0,421,13,340.33,At Risk,0,1
12901.0,8,116,17654.54,Active Customer,2,0
12902.0,264,10,138.68,At Risk,0,1
12903.0,428,41,833.53,At Risk,0,1
12904.0,17,71,496.06,Active Customer,2,0
12905.0,576,54,1018.42,At Risk,0,1
12906.0,11,63,2919.81,Active Customer,2,0
12907.0,395,25,508.91,At Risk,0,1
12908.0,175,5,1776.0,Active Customer,2,0
12909.0,39,158,3103.19,VIP Customer,2,0
12910.0,22,137,5796.52,VIP Customer,2,0
12911.0,551,236,1651.72,At Risk,0,1
12912.0,2,24,1662.3,Active Customer,2,0
12913.0,4,92,6283.24,Active Customer,2,0
12914.0,400,9,223.98,At Risk,0,1
12915.0,148,60,975.1,Active Customer,2,0
12916.0,138,172,4479.73,VIP Customer,2,0
12917.0,127,50,4359.2,Active Customer,2,0
12918.0,625,1,10953.5,At Risk,0,1
12919.0,7,50,1335.19,Active Customer,2,0
12920.0,16,59,486.64,Active Customer,2,0
12921.0,8,1499,35233.24,VIP Customer,2,0
12922.0,160,28,405.38,Active Customer,2,0
12923.0,63,60,770.42,Active Customer,2,0
12924.0,87,74,2469.4,Active Customer,2,0
12925.0,4,50,729.3299999999999,Active Customer,2,0
12926.0,410,262,1523.97,At Risk,0,1
12927.0,394,11,197.31,At Risk,0,1
12928.0,34,179,4304.89,VIP Customer,2,0
12929.0,311,8,117.85,At Risk,0,1
12930.0,77,25,415.8,Active Customer,2,0
12931.0,21,218,92347.34,VIP Customer,2,0
12932.0,538,95,1698.56,At Risk,0,1
12933.0,23,289,1636.6299999999999,Active Customer,2,0
12934.0,736,2,181.65,At Risk,0,1
12935.0,1,254,4243.86,VIP Customer,2,0
12936.0,16,62,1063.9,Active Customer,2,0
